strategy,date,code,side,lots,value,fee
naive_eq10,2023-04-10,sh.601360,BUY,2,7663.92442816,6.131139542528
naive_eq10,2023-04-10,sz.002463,BUY,1,7597.447708850998,6.077958167080799
naive_eq10,2023-04-10,sz.002558,BUY,1,6760.370584968,5.408296467974401
naive_eq10,2023-04-17,sh.601360,SELL,2,6294.51214704,8.182865791152
naive_eq10,2023-04-17,sz.002463,SELL,1,6927.818228018999,9.0061636964247
naive_eq10,2023-04-17,sz.002558,SELL,1,6240.419409924,8.112545232901201
naive_eq10,2023-04-17,sz.002602,BUY,1,6162.610854399999,4.930088683519999
naive_eq10,2023-04-17,sh.601138,BUY,4,7944.037505403999,6.355230004323199
naive_eq10,2023-04-24,sz.002602,SELL,1,6169.51762668,8.020372914684
naive_eq10,2023-04-24,sh.601138,SELL,4,8302.758993936,10.7935866921168
naive_eq10,2023-04-24,sh.688041,BUY,1,9148.139,7.3185112
naive_eq10,2023-04-24,sh.601857,BUY,8,8947.29483648,7.157835869184
naive_eq10,2023-05-04,sh.688041,SELL,1,9256.734,12.0337542
naive_eq10,2023-05-04,sh.601857,SELL,1,1162.11048624,0.58105524312
naive_eq10,2023-05-04,sh.601390,BUY,8,9349.05555584,7.479244444672
naive_eq10,2023-05-04,sh.600028,BUY,4,8054.156382271999,6.4433251058176
naive_eq10,2023-05-04,sh.601186,BUY,6,9339.513903719999,7.471611122975999
naive_eq10,2023-05-08,sh.601186,SELL,1,1631.813247306,0.815906623653
naive_eq10,2023-05-08,sh.601998,BUY,8,9549.176068432,7.6393408547456
naive_eq10,2023-05-08,sh.600023,BUY,11,9526.596343264,7.621277074611201
naive_eq10,2023-05-08,sh.601319,BUY,13,9288.560135855,7.430848108684
naive_eq10,2023-05-08,sh.601336,BUY,1,4963.06984173,0.0
naive_eq10,2023-05-08,sh.601988,BUY,10,8900.416555029999,7.120333244023999
naive_eq10,2023-05-15,sh.601390,SELL,8,8202.5284608,10.66328699904
naive_eq10,2023-05-15,sh.600028,SELL,4,7756.241790204,10.0831143272652
naive_eq10,2023-05-15,sh.601186,SELL,5,7349.134518989999,9.553874874686999
naive_eq10,2023-05-15,sh.601998,SELL,1,1229.189402178,0.6145947010889999
naive_eq10,2023-05-15,sh.600023,SELL,1,889.7451242399999,0.4448725621199999
naive_eq10,2023-05-15,sh.601857,BUY,1,1138.35609888,0.0
naive_eq10,2023-05-15,sh.601985,BUY,11,9164.350475279998,7.331480380223999
naive_eq10,2023-05-22,sh.601857,SELL,8,9174.395301120001,11.926713891456002
naive_eq10,2023-05-22,sh.601336,SELL,1,4640.22228285,2.320111141425
naive_eq10,2023-05-22,sh.601985,SELL,11,8790.360748092,11.427468972519602
naive_eq10,2023-05-22,sz.002558,BUY,1,7895.699996184,6.3165599969472
naive_eq10,2023-05-29,sh.601998,SELL,7,7819.920236016001,10.165896306820802
naive_eq10,2023-05-29,sh.601319,SELL,13,8477.451821240998,11.020687367613299
naive_eq10,2023-05-29,sh.601988,SELL,10,8448.27489837,10.982757367881
